list-none-none,1,10,1,30,67608,2253
list-none-none,1,100,1,300,76451,254
list-none-none,1,1000,1,3000,239519,79
list-none-none,1,10000,1,30000,690924,23
list-none-none,1,20000,1,60000,1493709,24
list-none-none,2,10,1,60,134517,2241
list-none-none,2,100,1,600,135629,226
list-none-none,4,10,1,120,191142,1592
list-none-none,4,100,1,1200,189690,158
list-none-none,12,10,1,360,419913,1166
list-none-none,2,1,1,6,131289,21881
list-none-none,2,100,1,600,93534,155
list-none-none,4,1,1,12,132301,11025
list-none-none,4,10,1,120,183980,1533
list-none-none,4,100,1,1200,189993,158
list-none-none,8,1,1,24,296610,12358
list-none-none,8,10,1,240,271624,1131
list-none-none,12,1,1,36,339140,9420
list-none-none,12,10,1,360,349110,969
list-i-none,2,1,1,6,140541,23423
list-i-none,2,2,1,12,134978,11248
list-i-none,2,4,1,24,142031,5917
list-i-none,2,8,1,48,149869,3122
list-i-none,4,1,1,12,191530,15960
list-i-none,4,2,1,24,190451,7935
list-i-none,4,4,1,48,194594,4054
list-i-none,8,2,1,48,218628,4554
list-i-none,12,1,1,36,372977,10360
list-d-none,2,1,1,6,117493,19582
list-d-none,2,2,1,12,126960,10580
list-d-none,2,4,1,24,133142,5547
list-d-none,2,8,1,48,138203,2879
list-d-none,4,1,1,12,196581,16381
list-d-none,4,2,1,24,188466,7852
list-d-none,4,4,1,48,193015,4021
list-d-none,8,4,1,96,233582,2433
list-d-none,8,8,1,192,280294,1459
list-d-none,12,1,1,36,347245,9645
list-d-none,12,2,1,72,357171,4960
list-il-none,2,1,1,6,76680,12780
list-il-none,2,2,1,12,87912,7326
list-il-none,4,1,1,12,171754,14312
list-il-none,4,4,1,48,203425,4238
list-il-none,8,1,1,24,242794,10116
list-il-none,12,1,1,36,364525,10125
list-il-none,12,2,1,72,316270,4392
list-il-none,12,4,1,144,393775,2734
list-dl-none,2,1,1,6,76683,12780
list-dl-none,2,2,1,12,109138,9094
list-dl-none,2,4,1,24,133491,5562
list-dl-none,2,8,1,48,141465,2947
list-dl-none,2,16,1,96,153518,1599
list-dl-none,2,32,1,192,252136,1313
list-dl-none,4,1,1,12,134115,11176
list-dl-none,4,2,1,24,126199,5258
list-dl-none,4,4,1,48,133380,2778
list-dl-none,8,1,1,24,312002,13000
list-dl-none,12,1,1,36,422739,11742
list-dl-none,12,2,1,72,356535,4951
list-dl-none,12,4,1,144,359033,2493
list-i-m,2,1,1,6,73945,12324
list-i-m,2,2,1,12,127611,10634
list-i-m,2,4,1,24,136593,5691
list-i-m,2,8,1,48,145173,3024
list-i-m,2,16,1,96,206224,2148
list-i-m,2,32,1,192,346700,1805
list-i-m,4,1,1,12,145599,12133
list-i-m,4,2,1,24,128271,5344
list-i-m,4,4,1,48,151518,3156
list-i-m,4,8,1,96,255653,2663
list-i-m,4,16,1,192,450924,2348
list-i-m,4,32,1,384,760304,1979
list-i-m,8,1,1,24,251012,10458
list-i-m,8,2,1,48,233170,4857
list-i-m,8,4,1,96,282232,2939
list-i-m,8,8,1,192,483889,2520
list-i-m,8,16,1,384,702392,1829
list-i-m,8,32,1,768,1407619,1832
list-i-m,12,1,1,36,340566,9460
list-i-m,12,2,1,72,386939,5374
list-i-m,12,4,1,144,437272,3036
list-i-m,12,8,1,288,691047,2399
list-i-m,12,16,1,576,1148768,1994
list-i-m,12,32,1,1152,2136463,1854
list-i-s,2,1,1,6,81582,13597
list-i-s,2,2,1,12,142474,11872
list-i-s,2,4,1,24,145329,6055
list-i-s,2,8,1,48,145673,3034
list-i-s,2,16,1,96,187535,1953
list-i-s,2,32,1,192,277590,1445
list-i-s,4,1,1,12,149361,12446
list-i-s,4,2,1,24,125453,5227
list-i-s,4,4,1,48,128304,2673
list-i-s,4,8,1,96,168771,1758
list-i-s,4,16,1,192,315644,1643
list-i-s,4,32,1,384,483019,1257
list-i-s,8,1,1,24,260284,10845
list-i-s,8,2,1,48,277146,5773
list-i-s,8,4,1,96,272235,2835
list-i-s,8,8,1,192,296314,1543
list-i-s,8,16,1,384,621638,1618
list-i-s,8,32,1,768,1243444,1619
list-i-s,12,1,1,36,443728,12325
list-i-s,12,2,1,72,425163,5905
list-i-s,12,4,1,144,413367,2870
list-i-s,12,8,1,288,488414,1695
list-i-s,12,16,1,576,916487,1591
list-i-s,12,32,1,1152,1891588,1642
list-d-m,2,1,1,6,87680,14613
list-d-m,2,2,1,12,125971,10497
list-d-m,2,4,1,24,134898,5620
list-d-m,2,8,1,48,142461,2967
list-d-m,2,16,1,96,171347,1784
list-d-m,2,32,1,192,264995,1380
list-d-m,4,1,1,12,126995,10582
list-d-m,4,2,1,24,127448,5310
list-d-m,4,4,1,48,166329,3465
list-d-m,4,8,1,96,177741,1851
list-d-m,4,16,1,192,276045,1437
list-d-m,4,32,1,384,463681,1207
list-d-m,8,1,1,24,302922,12621
list-d-m,8,2,1,48,260104,5418
list-d-m,8,4,1,96,234634,2444
list-d-m,8,8,1,192,378702,1972
list-d-m,8,16,1,384,543453,1415
list-d-m,8,32,1,768,1112524,1448
list-d-m,12,1,1,36,349767,9715
list-d-m,12,2,1,72,361968,5027
list-d-m,12,4,1,144,395525,2746
list-d-m,12,8,1,288,512227,1778
list-d-m,12,16,1,576,880529,1528
list-d-m,12,32,1,1152,1614973,1401
list-d-s,2,1,1,6,73278,12213
list-d-s,2,2,1,12,124679,10389
list-d-s,2,4,1,24,150376,6265
list-d-s,2,8,1,48,95101,1981
list-d-s,2,16,1,96,148807,1550
list-d-s,2,32,1,192,212435,1106
list-d-s,4,1,1,12,163535,13627
list-d-s,4,2,1,24,117160,4881
list-d-s,4,4,1,48,150448,3134
list-d-s,4,8,1,96,165708,1726
list-d-s,4,16,1,192,227693,1185
list-d-s,4,32,1,384,341164,888
list-d-s,8,1,1,24,247809,10325
list-d-s,8,2,1,48,228534,4761
list-d-s,8,4,1,96,215653,2246
list-d-s,8,8,1,192,238317,1241
list-d-s,8,16,1,384,375946,979
list-d-s,8,32,1,768,925249,1204
list-d-s,12,1,1,36,386777,10743
list-d-s,12,2,1,72,368962,5124
list-d-s,12,4,1,144,360418,2502
list-d-s,12,8,1,288,358446,1244
list-d-s,12,16,1,576,652075,1132
list-d-s,12,32,1,1152,1480743,1285
list-il-m,2,1,1,6,119939,19989
list-il-m,2,2,1,12,127799,10649
list-il-m,2,4,1,24,135393,5641
list-il-m,2,8,1,48,173827,3621
list-il-m,2,16,1,96,229259,2388
list-il-m,2,32,1,192,371324,1933
list-il-m,4,1,1,12,130369,10864
list-il-m,4,2,1,24,174866,7286
list-il-m,4,4,1,48,206015,4291
list-il-m,4,8,1,96,257842,2685
list-il-m,4,16,1,192,384567,2002
list-il-m,4,32,1,384,670538,1746
list-il-m,8,1,1,24,276656,11527
list-il-m,8,2,1,48,221273,4609
list-il-m,8,4,1,96,328450,3421
list-il-m,8,8,1,192,419499,2184
list-il-m,8,16,1,384,762047,1984
list-il-m,8,32,1,768,1468711,1912
list-il-m,12,1,1,36,373811,10383
list-il-m,12,2,1,72,376662,5231
list-il-m,12,4,1,144,357299,2481
list-il-m,12,8,1,288,701918,2437
list-il-m,12,16,1,576,1173757,2037
list-il-m,12,32,1,1152,2130071,1849
list-il-s,2,1,1,6,79242,13207
list-il-s,2,2,1,12,89754,7479
list-il-s,2,4,1,24,147035,6126
list-il-s,2,8,1,48,147174,3066
list-il-s,2,16,1,96,186872,1946
list-il-s,2,32,1,192,283394,1476
list-il-s,4,1,1,12,131079,10923
list-il-s,4,2,1,24,140370,5848
list-il-s,4,4,1,48,135089,2814
list-il-s,4,8,1,96,166297,1732
list-il-s,4,16,1,192,293293,1527
list-il-s,4,32,1,384,518885,1351
list-il-s,8,1,1,24,256447,10685
list-il-s,8,2,1,48,263589,5491
list-il-s,8,4,1,96,256998,2677
list-il-s,8,8,1,192,348528,1815
list-il-s,8,16,1,384,622225,1620
list-il-s,8,32,1,768,1095669,1426
list-il-s,12,1,1,36,375247,10423
list-il-s,12,2,1,72,353858,4914
list-il-s,12,4,1,144,393486,2732
list-il-s,12,8,1,288,416392,1445
list-il-s,12,16,1,576,949283,1648
list-il-s,12,32,1,1152,1909785,1657
list-dl-m,2,1,1,6,106277,17712
list-dl-m,2,2,1,12,121737,10144
list-dl-m,2,4,1,24,122142,5089
list-dl-m,2,8,1,48,199728,4161
list-dl-m,2,16,1,96,185445,1931
list-dl-m,2,32,1,192,248059,1291
list-dl-m,4,1,1,12,141789,11815
list-dl-m,4,2,1,24,120927,5038
list-dl-m,4,4,1,48,121943,2540
list-dl-m,4,8,1,96,165392,1722
list-dl-m,4,16,1,192,255645,1331
list-dl-m,4,32,1,384,524459,1365
list-dl-m,8,1,1,24,294108,12254
list-dl-m,8,2,1,48,319461,6655
list-dl-m,8,4,1,96,237792,2477
list-dl-m,8,8,1,192,376681,1961
list-dl-m,8,16,1,384,580215,1510
list-dl-m,8,32,1,768,983495,1280
list-dl-m,12,1,1,36,357598,9933
list-dl-m,12,2,1,72,318689,4426
list-dl-m,12,4,1,144,361532,2510
list-dl-m,12,8,1,288,458975,1593
list-dl-m,12,16,1,576,828931,1439
list-dl-m,12,32,1,1152,1651940,1433
list-dl-s,2,1,1,6,95265,15877
list-dl-s,2,2,1,12,102276,8523
list-dl-s,2,4,1,24,105441,4393
list-dl-s,2,8,1,48,104352,2174
list-dl-s,2,16,1,96,140200,1460
list-dl-s,2,32,1,192,209320,1090
list-dl-s,4,1,1,12,115857,9654
list-dl-s,4,2,1,24,158736,6614
list-dl-s,4,4,1,48,161113,3356
list-dl-s,4,8,1,96,153814,1602
list-dl-s,4,16,1,192,245735,1279
list-dl-s,4,32,1,384,414449,1079
list-dl-s,8,1,1,24,255935,10663
list-dl-s,8,2,1,48,234207,4879
list-dl-s,8,4,1,96,245296,2555
list-dl-s,8,8,1,192,244054,1271
list-dl-s,8,16,1,384,499220,1300
list-dl-s,8,32,1,768,843506,1098
list-dl-s,12,1,1,36,401238,11145
list-dl-s,12,2,1,72,324328,4504
list-dl-s,12,4,1,144,362273,2515
list-dl-s,12,8,1,288,372954,1294
list-dl-s,12,16,1,576,674616,1171
list-dl-s,12,32,1,1152,1412910,1226
list-none-m,1,1000,1,3000,191596,63
list-none-m,2,1000,1,6000,951578,158
list-none-m,4,1000,1,12000,4375844,364
list-none-m,8,1000,1,24000,9945737,414
list-none-m,12,1000,1,36000,15679350,435
list-none-m,16,1000,1,48000,21256088,442
list-none-m,24,1000,1,72000,34873956,484
list-none-s,1,1000,1,3000,167832,55
list-none-s,2,1000,1,6000,637165,106
list-none-s,4,1000,1,12000,3107647,258
list-none-s,8,1000,1,24000,10511711,437
list-none-s,12,1000,1,36000,25410426,705
list-none-s,16,1000,1,48000,37469467,780
list-none-s,24,1000,1,72000,54728616,760
